	id	Area	Population	Per_capita_personal_income
1399	39105	Meigs, OH	0.0736298778128894	0.0610094526863931
1400	47121	Meigs, TN	0.0957944624769565	0.0858988924663728
1401	17129	Menard, IL	0.0714385871789966	0.0598164623373969
1402	48327	Menard, TX	0.0134585455287193	0.00620544530614573
1403	21165	Menifee, KY	0.0950786878433348	0.0860886836173866
1404	26109	Menominee, MI	0.0506613921615215	0.040658186799804
1405	55078	Menominee, WI	0.0629054837960819	0.0544132165285746
1406	17131	Mercer, IL	0.0701181660130997	0.0604684583927063
1407	21167	Mercer, KY	0.0873393041888602	0.0782204594600256
1408	29129	Mercer, MO	0.0666890627801255	0.0556146821979325
1409	34021	Mercer, NJ	0.0927370644280216	0.0902264168269696
1410	39107	Mercer, OH	0.0755954758036592	0.06473302256863
1411	42085	Mercer, PA	0.0811147804404298	0.0737190827882945
1412	54055	Mercer, WV	0.0800279921718309	0.0690099298506571
1413	13199	Meriwether, GA	0.111841027857593	0.0877716590743861
1414	31121	Merrick, NE	0.0432349169753168	0.0345684514378507
1415	33013	Merrimack, NH	0.0801121618514137	0.0750037381365687
1416	21169	Metcalfe, KY	0.0924952294238778	0.0842345303575328
1417	18103	Miami, IN	0.0729200821579143	0.063249056970024
1418	20121	Miami, KS	0.0717304775303941	0.0581957071913775
1419	39109	Miami, OH	0.0733213736347525	0.0629905407746354
1420	9007	Middlesex, CT	0.104907788597354	0.109982863735666
1421	25017	Middlesex, MA	0.0900280590546721	0.0891682031686105
1422	34023	Middlesex, NJ	0.0908885344677055	0.0880676197884079
1423	51119	Middlesex, VA	0.0959536790432393	0.0840580465743043
1424	26111	Midland, MI	0.0681651136580468	0.0571023435801493
1425	42087	Mifflin, PA	0.0868183797407421	0.0800392155313578
1426	48331	Milam, TX	0.02505060643655	0.0172970740040013
1427	5091	Miller, AR	0.0905478394098751	0.0687859795292533
1428	13201	Miller, GA	0.114162152452192	0.0845118570707995
1429	29131	Miller, MO	0.0668725702504624	0.052982229641572
1430	19129	Mills, IA	0.0609563051999025	0.0501940486243527
1431	48333	Mills, TX	0.0208647498453702	0.0120212017895001
1432	55079	Milwaukee, WI	0.0721198002543531	0.0640362289470564
1433	46097	Miner, SD	0.0436075575828405	0.03610371934281
1434	54057	Mineral, WV	0.0855939469441408	0.0745517172528904
1435	54059	Mingo, WV	0.0898485513630784	0.077740472154099
1436	46099	Minnehaha, SD	0.0507807669899638	0.0430232387777481
1437	26113	Missaukee, MI	0.0654115030260012	0.0532853663424243
1438	5093	Mississippi, AR	0.0864218003174766	0.0748279501563744
1439	29133	Mississippi, MO	0.0838909036535692	0.0730309849528708
1440	13205	Mitchell, GA	0.120134012966712	0.0874366166536997
1441	19131	Mitchell, IA	0.0688918181716499	0.0639645392373354
1442	20123	Mitchell, KS	0.0285870439812921	0.0234111203478921
1443	37121	Mitchell, NC	0.0986670341075409	0.0944001904454343
1444	1097	Mobile, AL	0.113772075761967	0.103641781478734
1445	29135	Moniteau, MO	0.0686512107920645	0.0549624751543687
1446	34025	Monmouth, NJ	0.0933100531118223	0.0940560451513492
1447	19133	Monona, IA	0.0561442539869668	0.046443977870827
1448	54061	Monongalia, WV	0.0858208091030902	0.0786933787404924
1449	1099	Monroe, AL	0.110329355099039	0.0904912165942674
1450	5095	Monroe, AR	0.088190261422077	0.0732810141731922
1451	12087	Monroe, FL	0.101454760823789	0.0787479832851779
1452	13207	Monroe, GA	0.110060014682306	0.0830506953686594
1453	19135	Monroe, IA	0.0656629434665516	0.0552607739839151
1454	17133	Monroe, IL	0.0709846932852069	0.0572418004257082
1455	18105	Monroe, IN	0.0835852400642214	0.0745230653046816
1456	21171	Monroe, KY	0.0973147183877603	0.0890227916541295
1457	26115	Monroe, MI	0.0724228312604484	0.0610922042486973
1458	29137	Monroe, MO	0.0647354850477241	0.05198008501054
1459	28095	Monroe, MS	0.0984797759954217	0.0832276657007146
1460	36055	Monroe, NY	0.0707949737881142	0.0598835536211862
1461	39111	Monroe, OH	0.0903989796240677	0.082165658858483
1462	42089	Monroe, PA	0.0949113367396368	0.0951983601720643
1463	47123	Monroe, TN	0.102262470594472	0.0974049231252796
1464	55081	Monroe, WI	0.0612726116492727	0.0543718441540736
1465	54063	Monroe, WV	0.0841513621396549	0.0710051695836045
1466	48337	Montague, TX	0.025927317166796	0.0189871784431425
1467	26117	Montcalm, MI	0.0595252755432711	0.0485584887076919
1468	1101	Montgomery, AL	0.105533148231681	0.0848459186269104
1469	5097	Montgomery, AR	0.100048342883997	0.0840211380522954
1470	13209	Montgomery, GA	0.113456167579995	0.0809652163828971
1471	19137	Montgomery, IA	0.0643593885168836	0.0539720399729428
1472	17135	Montgomery, IL	0.0721152975668786	0.0596444399054474
1473	18107	Montgomery, IN	0.0755889067320249	0.0660577028546256
